uid,user_id,subnet_id,created_at,average_score,tweet_count,individual_scores
103,1868934473040990208,59,2024-12-19 01:45:38,0.1970873786407767,1,[0.1970873786407767]
103,1868934473040990208,59,2024-12-19 03:26:31,0.155,1,[0.155]
103,1868934473040990208,59,2024-12-19 05:24:35,0.10779955089797984,1,[0.10779955089797984]
103,1868934473040990208,59,2024-12-19 07:33:08,0.16299999999999998,1,[0.16299999999999998]
103,1868934473040990208,59,2024-12-19 12:44:54,0.184333164343358,1,[0.184333164343358]
103,1868934473040990208,59,2024-12-19 14:14:54,0.1985221674876847,1,[0.1985221674876847]
103,1868934473040990208,59,2024-12-19 19:31:57,0.16949999999999998,1,[0.16949999999999998]
103,1868934473040990208,59,2024-12-19 21:24:42,0.19216589861751152,1,[0.19216589861751152]
103,1868934473040990208,59,2024-12-19 23:53:35,0.16799999999999998,1,[0.16799999999999998]
103,1868934473040990208,59,2024-12-20 01:28:56,0.19615384615384615,1,[0.19615384615384615]
103,1868934473040990208,59,2024-12-21 17:11:36,0.1595,1,[0.1595]
103,1868934473040990208,59,2024-12-27 03:06:23,0.2433285385318063,10,"[0.24416666666666664, 0.22418242879459993, 0.27550967449432384, 0.19823901595254179, 0.27292707299354, 0.24216666666666664, 0.2211844149787529, 0.28856034930970453, 0.24216666666666664, 0.22418242879459993]"
103,1868934473040990208,59,2024-12-27 04:27:09,0.25806041984373823,4,"[0.24216666666666664, 0.22070878506638772, 0.2796666666666666, 0.289699560975232]"
104,1362854823742308353,59,2024-12-18 15:45:43,0.21749317533996715,6,"[0.2997995508979798, 0.32530556916815223, 0.1244987541511039, 0.12459820716775474, 0.23988392145346898, 0.1908730492013433]"
104,1362854823742308353,59,2024-12-19 02:08:49,0.3179612506499633,1,[0.3179612506499633]
104,1362854823742308353,59,2024-12-20 00:49:06,0.3290733090610806,7,"[0.30438596491228065, 0.32868006299588526, 0.33248026272961795, 0.32827981362759784, 0.3520752458482431, 0.35218499707130113, 0.30542681624263845]"
104,1362854823742308353,59,2024-12-22 01:28:02,0.27382896266268575,1,[0.27382896266268575]
104,1362854823742308353,59,2024-12-22 01:28:34,0.28616022548296993,1,[0.28616022548296993]
104,1362854823742308353,59,2024-12-22 12:49:56,0.285026002365504,1,[0.285026002365504]
104,1362854823742308353,59,2024-12-23 06:19:39,0.17312647485422644,1,[0.17312647485422644]
104,1362854823742308353,59,2024-12-23 06:20:01,0.3197476305634528,1,[0.3197476305634528]
104,1362854823742308353,59,2024-12-24 08:31:02,0.23025272995412027,3,"[0.21576661669997502, 0.18979951100854037, 0.28519206215384546]"
104,1362854823742308353,59,2024-12-24 11:38:59,0.17843998001332334,5,"[0.16999999999999998, 0.1725, 0.22359995003330835, 0.16309995003330835, 0.163]"
104,1362854823742308353,59,2024-12-24 15:04:20,0.18246544715544905,1,[0.18246544715544905]
104,1362854823742308353,59,2024-12-24 15:04:45,0.31944400094177033,1,[0.31944400094177033]
105,1583121342571974656,59,2024-12-18 15:41:41,0.20428938403021013,2,"[0.2839805608926655, 0.12459820716775474]"
105,1583121342571974656,59,2024-12-19 02:10:22,0.28870906274314045,1,[0.28870906274314045]
105,1583121342571974656,59,2024-12-19 21:06:45,0.2763684675243071,4,"[0.26, 0.29787946485657174, 0.29698026272961797, 0.2506141425110387]"
105,1583121342571974656,59,2024-12-20 00:52:23,0.27907940818071825,5,"[0.29950248756218906, 0.301480262729618, 0.29631988537112736, 0.24748026272961798, 0.2506141425110387]"
105,1583121342571974656,59,2024-12-22 13:22:11,0.27900964245721327,2,"[0.23949388942724775, 0.3185253954871788]"
105,1583121342571974656,59,2024-12-23 06:22:27,0.31686646693293397,1,[0.31686646693293397]
105,1583121342571974656,59,2024-12-24 08:34:44,0.21416666666666664,1,[0.21416666666666664]
105,1583121342571974656,59,2024-12-24 08:35:23,0.23876014957597186,1,[0.23876014957597186]
105,1583121342571974656,59,2024-12-24 11:42:01,0.1745,1,[0.1745]
105,1583121342571974656,59,2024-12-24 13:48:33,0.16309995003330835,1,[0.16309995003330835]
105,1583121342571974656,59,2024-12-24 15:09:57,0.2532230578672141,2,"[0.19619253405541012, 0.31025358167901806]"
106,183774016,59,2024-12-18 16:32:58,0.1241998002662673,1,[0.1241998002662673]
106,183774016,59,2024-12-19 00:15:06,0.21779955089797984,1,[0.21779955089797984]
106,183774016,59,2024-12-19 19:31:26,0.2851998002662673,1,[0.2851998002662673]
106,183774016,59,2024-12-21 22:46:00,0.21459995003330834,1,[0.21459995003330834]
106,183774016,59,2024-12-23 02:42:47,0.445637297365049,1,[0.445637297365049]
106,183774016,59,2024-12-24 08:33:46,0.4506031412431706,1,[0.4506031412431706]
108,310491330,59,2024-12-19 20:22:11,0.22259995003330835,1,[0.22259995003330835]
109,3955985836,59,2024-12-18 15:45:33,0.1241998002662673,1,[0.1241998002662673]
109,3955985836,59,2024-12-18 17:11:36,0.17139920212695373,1,[0.17139920212695373]
109,3955985836,59,2024-12-19 00:25:27,0.20419980026626727,1,[0.20419980026626727]
109,3955985836,59,2024-12-19 02:49:18,0.2375999500333083,1,[0.2375999500333083]
109,3955985836,59,2024-12-19 19:21:53,0.19725952427259483,2,"[0.1566998002662673, 0.23781924827892237]"
109,3955985836,59,2024-12-21 22:55:54,0.19209995003330832,1,[0.19209995003330832]
109,3955985836,59,2024-12-24 07:59:15,0.4229950330853167,1,[0.4229950330853167]
110,490135410,59,2024-12-18 16:31:23,0.1241998002662673,1,[0.1241998002662673]
110,490135410,59,2024-12-18 16:52:00,0.19259995003330835,1,[0.19259995003330835]
110,490135410,59,2024-12-18 17:20:01,0.2841998002662673,1,[0.2841998002662673]
110,490135410,59,2024-12-19 02:29:29,0.21059995003330834,1,[0.21059995003330834]
110,490135410,59,2024-12-19 19:30:04,0.21812662108738415,3,"[0.22448026272961796, 0.20619980026626727, 0.2236998002662673]"
110,490135410,59,2024-12-21 17:08:51,0.32783208748443715,1,[0.32783208748443715]
110,490135410,59,2024-12-21 23:05:59,0.2406948333515841,1,[0.2406948333515841]
110,490135410,59,2024-12-24 08:24:28,0.4508811180424289,1,[0.4508811180424289]
111,562062467,59,2024-12-19 00:15:21,0.2297839918128331,1,[0.2297839918128331]
111,562062467,59,2024-12-19 02:34:01,0.19839920212695372,1,[0.19839920212695372]
111,562062467,59,2024-12-19 19:31:46,0.21798528165497746,3,"[0.1683959741371472, 0.21848886124937505, 0.2670710095784102]"
111,562062467,59,2024-12-19 20:09:34,0.19669756137364253,1,[0.19669756137364253]
111,562062467,59,2024-12-21 22:46:07,0.19389423521227056,1,[0.19389423521227056]
111,562062467,59,2024-12-24 08:32:54,0.41271803917545735,2,"[0.43977188525627264, 0.38566419309464206]"
111,562062467,59,2024-12-26 02:47:25,0.44609995003330827,1,[0.44609995003330827]
112,2376414570,59,2024-12-18 16:53:08,0.20828665561197143,1,[0.20828665561197143]
112,2376414570,59,2024-12-18 17:20:44,0.17389920212695373,1,[0.17389920212695373]
112,2376414570,59,2024-12-19 00:13:01,0.21679162252665463,1,[0.21679162252665463]
112,2376414570,59,2024-12-19 02:29:57,0.2203992021269537,1,[0.2203992021269537]
112,2376414570,59,2024-12-19 19:30:21,0.1856306671459518,3,"[0.21609820716775474, 0.1411998002662673, 0.19959399400383343]"
112,2376414570,59,2024-12-19 20:26:18,0.17939920212695373,1,[0.17939920212695373]
112,2376414570,59,2024-12-23 02:38:15,0.39618789017184414,1,[0.39618789017184414]
112,2376414570,59,2024-12-24 08:27:35,0.3498020384601689,1,[0.3498020384601689]
113,420051579,59,2024-12-18 16:55:35,0.1704498002662673,2,"[0.21669980026626728, 0.1241998002662673]"
113,420051579,59,2024-12-18 17:24:13,0.22729955089797982,1,[0.22729955089797982]
113,420051579,59,2024-12-19 19:32:02,0.28250432701523853,1,[0.28250432701523853]
113,420051579,59,2024-12-20 09:36:21,0.3893856643190226,1,[0.3893856643190226]
113,420051579,59,2024-12-21 22:46:09,0.19759995003330835,1,[0.19759995003330835]
113,420051579,59,2024-12-22 07:20:28,0.2172150133275128,2,"[0.2355939940038334, 0.1988360326511922]"
113,420051579,59,2024-12-24 08:33:35,0.4482995508979798,1,[0.4482995508979798]
114,1702157179,59,2024-12-18 15:41:16,0.1241998002662673,1,[0.1241998002662673]
114,1702157179,59,2024-12-18 16:48:58,0.19159995003330835,1,[0.19159995003330835]
114,1702157179,59,2024-12-18 17:14:27,0.2216998002662673,1,[0.2216998002662673]
114,1702157179,59,2024-12-19 02:26:07,0.2807451113236309,1,[0.2807451113236309]
114,1702157179,59,2024-12-19 20:04:59,0.1686998002662673,1,[0.1686998002662673]
114,1702157179,59,2024-12-21 22:38:31,0.20959995003330834,1,[0.20959995003330834]
114,1702157179,59,2024-12-24 08:15:28,0.4399900661706336,1,[0.4399900661706336]
117,1675866018235965441,59,2024-12-18 15:41:16,0.19033558877068515,10,"[0.17867509608120208, 0.1696728571885773, 0.17726691834158942, 0.23466815290146215, 0.23297032890025157, 0.16766815290146214, 0.22519259445895934, 0.17329681696491767, 0.17127211277985246, 0.1726728571885773]"
117,1675866018235965441,59,2024-12-18 15:41:16,0.21317006864716326,9,"[0.1966998002662673, 0.12459820716775474, 0.17809820716775474, 0.1816975613736425, 0.24147529581493477, 0.2526731198161453, 0.25492203847606076, 0.24640168854167743, 0.24196469920023198]"
117,1675866018235965441,59,2024-12-18 19:33:45,0.38735572386608413,1,[0.38735572386608413]
117,1675866018235965441,59,2024-12-18 20:14:04,0.21419980026626728,1,[0.21419980026626728]
117,1675866018235965441,59,2024-12-18 20:56:22,0.1721204269154819,3,"[0.17077484671291462, 0.16979458398329667, 0.17579185005023448]"
117,1675866018235965441,59,2024-12-18 20:56:30,0.43586486360695015,2,"[0.44120864180707076, 0.43052108540682954]"
117,1675866018235965441,59,2024-12-18 21:15:18,0.17227484671291463,1,[0.17227484671291463]
117,1675866018235965441,59,2024-12-18 21:15:19,0.4292389116314188,1,[0.4292389116314188]
117,1675866018235965441,59,2024-12-19 04:50:25,0.19809995003330835,1,[0.19809995003330835]
117,1675866018235965441,59,2024-12-19 05:20:03,0.4255132798516262,5,"[0.4170658687936204, 0.4375751196654034, 0.4011548023539834, 0.42984820036412713, 0.4419224080809967]"
117,1675866018235965441,59,2024-12-19 06:15:13,0.45540483590748626,1,[0.45540483590748626]
117,1675866018235965441,59,2024-12-19 07:49:40,0.23490401293546567,10,"[0.17097032890025157, 0.1961728571885773, 0.2575752458482431, 0.24839920212695374, 0.24829955089797984, 0.2503744979418885, 0.2523992021269537, 0.2442748467129146, 0.24029955089797983, 0.2402748467129146]"
117,1675866018235965441,59,2024-12-20 08:38:24,0.40978987251392845,1,[0.40978987251392845]
117,1675866018235965441,59,2024-12-20 19:33:09,0.22515096002876894,4,"[0.1806998002662673, 0.20300443931627393, 0.2541998002662673, 0.26269980026626727]"
117,1675866018235965441,59,2024-12-21 17:06:43,0.4447587429405605,10,"[0.457815646232119, 0.44819980026626727, 0.4523527477605078, 0.4505693115668614, 0.4226635683822093, 0.4445397308107081, 0.4493094518880788, 0.4493992021269537, 0.43314338225027743, 0.4395945881216217]"
117,1675866018235965441,59,2024-12-21 17:07:17,0.1741438118078191,10,"[0.16969259445895932, 0.17329185005023448, 0.1679900661706336, 0.167391007222464, 0.17529185005023448, 0.17177211277985246, 0.17187126995208196, 0.1896728571885773, 0.1825735029826895, 0.171891007222464]"
117,1675866018235965441,59,2024-12-21 19:02:59,0.44100904094239923,1,[0.44100904094239923]
117,1675866018235965441,59,2024-12-21 19:03:00,0.17359493709774715,5,"[0.16859995003330835, 0.17958021276292632, 0.17749875415110392, 0.1716975613736425, 0.17059820716775476]"
117,1675866018235965441,59,2024-12-21 19:37:43,0.3139789095448154,2,"[0.4658578690563224, 0.16209995003330835]"
117,1675866018235965441,59,2024-12-21 19:38:00,0.1706529431273831,3,"[0.1737798136275978, 0.1703794648565717, 0.16779955089797985]"
117,1675866018235965441,59,2024-12-21 20:14:22,0.4518966623383376,2,"[0.45825831703217224, 0.44553500764450293]"
117,1675866018235965441,59,2024-12-21 21:00:09,0.16747993831174154,2,"[0.16618006299588528, 0.1687798136275978]"
117,1675866018235965441,59,2024-12-21 21:48:37,0.1746778241032605,1,[0.1746778241032605]
117,1675866018235965441,59,2024-12-23 02:32:23,0.4473654033128763,3,"[0.42925118366547677, 0.4683501054903739, 0.4444949207827782]"
117,1675866018235965441,59,2024-12-23 03:06:15,0.17731225127213465,3,"[0.1943794648565717, 0.1678794648565717, 0.1696778241032605]"
117,1675866018235965441,59,2024-12-23 08:48:35,0.4017480139958639,1,[0.4017480139958639]
117,1675866018235965441,59,2024-12-23 11:24:00,0.20265478877691315,4,"[0.20518006299588526, 0.20727981362759781, 0.2062798136275978, 0.1918794648565717]"
117,1675866018235965441,59,2024-12-24 08:17:06,0.4513518858644108,1,[0.4513518858644108]
117,1675866018235965441,59,2024-12-24 09:45:40,0.4594269223603126,1,[0.4594269223603126]
117,1675866018235965441,59,2024-12-24 12:05:41,0.19866809770434757,5,"[0.20898026272961795, 0.21008021276292632, 0.2035, 0.16109995003330835, 0.20968006299588526]"
118,1869351239374544896,59,2024-12-18 15:55:30,0.12439920212695374,1,[0.12439920212695374]
118,1869351239374544896,59,2024-12-18 20:14:20,0.23284442836544084,1,[0.23284442836544084]
118,1869351239374544896,59,2024-12-18 20:36:49,0.28504531360984425,1,[0.28504531360984425]
118,1869351239374544896,59,2024-12-19 00:10:28,0.2722201362507566,8,"[0.2971998002662673, 0.24668006299588524, 0.2735802127629263, 0.27198026272961795, 0.28258021276292633, 0.23448026272961792, 0.28308021276292633, 0.2881800629958853]"
118,1869351239374544896,59,2024-12-19 01:38:54,0.19324999999999998,2,"[0.22099999999999997, 0.16549999999999998]"
118,1869351239374544896,59,2024-12-19 02:03:30,0.16159995003330835,1,[0.16159995003330835]
118,1869351239374544896,59,2024-12-19 08:12:21,0.2858369098712446,1,[0.2858369098712446]
118,1869351239374544896,59,2024-12-19 19:27:52,0.25316954137108194,1,[0.25316954137108194]
118,1869351239374544896,59,2024-12-19 19:27:54,0.27719980026626734,1,[0.27719980026626734]
118,1869351239374544896,59,2024-12-19 21:20:55,0.18557003550339382,1,[0.18557003550339382]
118,1869351239374544896,59,2024-12-19 22:14:48,0.24130829303604462,1,[0.24130829303604462]
118,1869351239374544896,59,2024-12-19 23:10:41,0.29013161782033253,1,[0.29013161782033253]
118,1869351239374544896,59,2024-12-19 23:10:48,0.188,1,[0.188]
118,1869351239374544896,59,2024-12-20 03:21:30,0.27849503308531676,1,[0.27849503308531676]
118,1869351239374544896,59,2024-12-20 03:21:40,0.2905113406226868,1,[0.2905113406226868]
118,1869351239374544896,59,2024-12-20 03:46:32,0.16699999999999998,2,"[0.16699999999999998, 0.16699999999999998]"
118,1869351239374544896,59,2024-12-20 07:42:41,0.22099999999999997,1,[0.22099999999999997]
118,1869351239374544896,59,2024-12-21 23:50:53,0.29603034326372873,3,"[0.29109820716775475, 0.3008162953808102, 0.2961765272426213]"
118,1869351239374544896,59,2024-12-22 00:12:33,0.30578256878174387,1,[0.30578256878174387]
118,1869351239374544896,59,2024-12-22 01:00:39,0.22359995003330835,1,[0.22359995003330835]
119,1869493907014430720,59,2024-12-18 15:55:30,0.18202025708915318,3,"[0.18064516129032257, 0.12429955089797984, 0.24111605907915717]"
119,1869493907014430720,59,2024-12-18 20:15:00,0.2418546365914787,1,[0.2418546365914787]
119,1869493907014430720,59,2024-12-19 15:12:51,0.25959505893610546,2,"[0.28032128514056226, 0.2388688327316486]"
119,1869493907014430720,59,2024-12-19 23:30:04,0.28130081300813004,1,[0.28130081300813004]
119,1869493907014430720,59,2024-12-20 09:55:51,0.17194244604316544,1,[0.17194244604316544]
119,1869493907014430720,59,2024-12-21 17:08:22,0.23764726667210265,5,"[0.29113994286769446, 0.13129955089797984, 0.12479955089797984, 0.3236990655101385, 0.31729822318672063]"
119,1869493907014430720,59,2024-12-22 10:17:04,0.2662251655629139,1,[0.2662251655629139]
119,1869493907014430720,59,2024-12-23 02:33:16,0.20838947582352174,2,"[0.1749063670411985, 0.241872584605845]"
119,1869493907014430720,59,2024-12-23 12:52:18,0.2410161090458488,1,[0.2410161090458488]
119,1869493907014430720,59,2024-12-23 15:07:02,0.2666449829905198,1,[0.2666449829905198]
119,1869493907014430720,59,2024-12-24 08:19:31,0.2916733340000667,2,"[0.31600660066006603, 0.2673400673400673]"
12,1526011983455105026,59,2024-12-24 08:18:27,0.46891386972640503,1,[0.46891386972640503]
121,1869514607955791872,59,2024-12-18 16:05:38,0.218599252308374,4,"[0.11849875415110389, 0.16259995003330835, 0.2364987541511039, 0.35679955089797977]"
121,1869514607955791872,59,2024-12-18 16:17:02,0.16739987514978782,2,"[0.11759995003330834, 0.21719980026626728]"
121,1869514607955791872,59,2024-12-18 17:00:50,0.20389987514978783,2,"[0.17259995003330836, 0.2351998002662673]"
121,1869514607955791872,59,2024-12-18 18:39:27,0.21909995003330834,1,[0.21909995003330834]
121,1869514607955791872,59,2024-12-18 22:06:19,0.23698072502577952,2,"[0.18836150001825075, 0.2855999500333083]"
121,1869514607955791872,59,2024-12-19 08:24:29,0.17634995003330836,4,"[0.13259995003330835, 0.22509995003330835, 0.17559995003330836, 0.17209995003330836]"
121,1869514607955791872,59,2024-12-19 15:04:02,0.2719424460431654,1,[0.2719424460431654]
121,1869514607955791872,59,2024-12-19 15:04:13,0.2325802127629263,1,[0.2325802127629263]
121,1869514607955791872,59,2024-12-22 11:34:05,0.2491948333515841,1,[0.2491948333515841]
121,1869514607955791872,59,2024-12-23 02:42:29,0.2690890555985527,1,[0.2690890555985527]
121,1869514607955791872,59,2024-12-23 02:43:28,0.20593652694033465,2,"[0.17679458398329664, 0.2350784698973727]"
121,1869514607955791872,59,2024-12-23 06:23:32,0.22699999999999998,1,[0.22699999999999998]
121,1869514607955791872,59,2024-12-24 08:35:53,0.27082173733822135,1,[0.27082173733822135]
121,1869514607955791872,59,2024-12-24 08:36:41,0.19502484671291462,2,"[0.20927484671291463, 0.1807748467129146]"
121,1869514607955791872,59,2024-12-24 15:11:28,0.14628719880544722,2,"[0.12827484671291461, 0.16429955089797985]"
121,1869514607955791872,59,2024-12-24 15:48:57,0.22132036044696907,1,[0.22132036044696907]
129,299162913,59,2024-12-23 11:35:38,0.328416704938965,2,"[0.44533465572682623, 0.21149875415110386]"
129,299162913,59,2024-12-24 08:30:00,0.3932423892129588,2,"[0.398632863034568, 0.38785191539134956]"
131,1084796070,59,2024-12-24 08:31:46,0.37879955089797984,1,[0.37879955089797984]
132,2344893373,59,2024-12-19 08:01:09,0.18029950119661053,2,"[0.1966998002662673, 0.16389920212695375]"
132,2344893373,59,2024-12-21 16:45:47,0.1644950330853168,1,[0.1644950330853168]
132,2344893373,59,2024-12-22 09:19:23,0.16189920212695375,1,[0.16189920212695375]
132,2344893373,59,2024-12-24 08:30:40,0.30147821663753027,2,"[0.24059768758986938, 0.3623587456851912]"
133,261958838,59,2024-12-19 08:22:12,0.1241998002662673,1,[0.1241998002662673]
133,261958838,59,2024-12-21 16:43:21,0.31430868167202575,1,[0.31430868167202575]
133,261958838,59,2024-12-22 08:16:05,0.2738007380073801,1,[0.2738007380073801]
133,261958838,59,2024-12-23 02:22:06,0.2673400673400673,1,[0.2673400673400673]
133,261958838,59,2024-12-24 08:03:57,0.37326007326007327,1,[0.37326007326007327]
134,802080431126564864,59,2024-12-19 08:01:39,0.20512984143706034,9,"[0.1886948333515841, 0.24609995003330834, 0.1846948333515841, 0.21809995003330834, 0.22009995003330834, 0.22159498311862513, 0.21759995003330834, 0.16877211277985246, 0.18051201019866392]"
134,802080431126564864,59,2024-12-19 08:01:48,0.12859289318883999,1,[0.12859289318883999]
134,802080431126564864,59,2024-12-19 23:02:34,0.16958828426970882,10,"[0.17377484671291463, 0.17377484671291463, 0.17187449794188853, 0.16629458398329666, 0.17089423521227054, 0.16849378723642072, 0.16549378723642072, 0.16939423521227054, 0.16739423521227054, 0.16849378723642072]"
134,802080431126564864,59,2024-12-21 16:47:27,0.17196422003702114,7,"[0.17659324025307155, 0.16577211277985246, 0.1731728571885773, 0.17365808683287845, 0.16907350298268953, 0.17379185005023448, 0.1716878901718442]"
134,802080431126564864,59,2024-12-23 05:57:18,0.16059995003330835,1,[0.16059995003330835]
134,802080431126564864,59,2024-12-23 08:07:35,0.44888960269749134,1,[0.44888960269749134]
134,802080431126564864,59,2024-12-23 09:49:49,0.1928001828095181,5,"[0.1940802127629263, 0.20418006299588526, 0.1945802127629263, 0.1925802127629263, 0.17858021276292632]"
134,802080431126564864,59,2024-12-24 08:07:23,0.45202593506338795,1,[0.45202593506338795]
134,802080431126564864,59,2024-12-24 09:35:37,0.20718006299588526,2,"[0.20468006299588526, 0.20968006299588526]"
135,1869662511710277632,59,2024-12-19 08:26:09,0.2299068375348133,3,"[0.32782101167315175, 0.18359995003330834, 0.17829955089797983]"
135,1869662511710277632,59,2024-12-21 16:51:04,0.26859310071823983,1,[0.26859310071823983]
135,1869662511710277632,59,2024-12-22 00:51:24,0.28,1,[0.28]
135,1869662511710277632,59,2024-12-22 07:34:49,0.22380073800738007,1,[0.22380073800738007]
135,1869662511710277632,59,2024-12-23 02:17:39,0.3296812749003984,1,[0.3296812749003984]
135,1869662511710277632,59,2024-12-24 08:44:03,0.2941094463339155,3,"[0.3290513833992095, 0.27575757575757576, 0.2775193798449612]"
136,1428725362578493443,59,2024-12-19 08:03:47,0.17660295896958916,2,"[0.1749063670411985, 0.17829955089797983]"
136,1428725362578493443,59,2024-12-20 00:59:26,0.2260456273764258,1,[0.2260456273764258]
136,1428725362578493443,59,2024-12-21 16:55:28,0.22407407407407406,1,[0.22407407407407406]
136,1428725362578493443,59,2024-12-22 08:15:42,0.22246376811594204,1,[0.22246376811594204]
136,1428725362578493443,59,2024-12-23 02:20:37,0.318259385665529,1,[0.318259385665529]
136,1428725362578493443,59,2024-12-24 08:02:18,0.2902648995380594,5,"[0.3184931506849315, 0.2735294117647059, 0.28378195840150916, 0.2905955351123792, 0.28492444172677134]"
138,1859934851828195328,59,2024-12-23 11:40:13,0.20634720427447878,10,"[0.21987623686676516, 0.18806677467485777, 0.13665254397144677, 0.13260588364531783, 0.21532919052258415, 0.23119038033148148, 0.2070388501468327, 0.2806338276008715, 0.1624742091894814, 0.28960414579514887]"
138,1859934851828195328,59,2024-12-23 11:40:50,0.24088770994548486,10,"[0.2826975613736425, 0.25777211277985246, 0.22917782410326049, 0.23977188525627258, 0.23707846989737272, 0.22647901688072186, 0.20183404150012604, 0.22456693077339435, 0.24220243992528795, 0.2672968169649177]"
138,1859934851828195328,59,2024-12-23 13:08:30,0.27027992997861205,6,"[0.2643664669329339, 0.27504223801331473, 0.28335112477560004, 0.27544013625595853, 0.2847798136275978, 0.2386998002662673]"
138,1859934851828195328,59,2024-12-23 14:33:44,0.2302541636495594,2,"[0.23415641190776923, 0.22635191539134955]"
138,1859934851828195328,59,2024-12-23 14:33:56,0.21835512436403964,2,"[0.21100526273301434, 0.22570498599506492]"
138,1859934851828195328,59,2024-12-23 15:20:11,0.2814124368398555,1,[0.2814124368398555]
138,1859934851828195328,59,2024-12-23 16:40:50,0.22819302015389037,2,"[0.23449503308531677, 0.221891007222464]"
138,1859934851828195328,59,2024-12-24 08:34:13,0.2244020356884126,10,"[0.1862576153547491, 0.23629955089797985, 0.20679955089797983, 0.2214333520253786, 0.33651506917579416, 0.23143517575705003, 0.20803686014494321, 0.22139682383574374, 0.20298886124937504, 0.1928574975451326]"
138,1859934851828195328,59,2024-12-24 08:34:22,0.2287668809867279,10,"[0.19359995003330835, 0.25869980026626727, 0.26469756137364253, 0.213087334915629, 0.23317118226346806, 0.2908912973498598, 0.19079162252665463, 0.28939029051689913, 0.17557825391825285, 0.17776151670329732]"
138,1859934851828195328,59,2024-12-24 09:15:37,0.21568534059489392,2,"[0.21469756137364251, 0.21667311981614534]"
138,1859934851828195328,59,2024-12-24 10:56:25,0.2251055340380163,10,"[0.2281205625711316, 0.2964198354044357, 0.19926661669997497, 0.2027968169649177, 0.20839920212695373, 0.24979681696491768, 0.1877918500502345, 0.28446926125903715, 0.18569756137364252, 0.20829681696491767]"
138,1859934851828195328,59,2024-12-24 10:58:07,0.23602479468126347,6,"[0.23209820716775476, 0.2066998002662673, 0.21536668574704843, 0.24643855192293923, 0.2446555279160417, 0.27088999506752953]"
138,1859934851828195328,59,2024-12-24 11:41:44,0.21614712701603006,4,"[0.25913211618215803, 0.1957798136275978, 0.21997901688072188, 0.18969756137364252]"
138,1859934851828195328,59,2024-12-24 11:42:16,0.22084514805044264,3,"[0.22309995003330835, 0.1976998002662673, 0.24173569385175225]"
